Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,confidence
335,B00469VSJI,A2EVOV2OZBQU53,Explorer777,0,0,1,1336694400,Does not taste very good,taste like it is stale  will not order this again  i had this coffee at a th year annerversery at a reception hall and had to have it  this stuff tasted nothing like the douwe egberts at the hall  this is possibly stale coffee,NEGATIVE,100.0
336,B00469VSJI,A1447CDAPZGLYV,SANA AWAR,0,0,1,1326499200,No no,serveice delivery with the seller was excellent the product was not will not order again bad taste iam not sure if it was old or that how it tastes i throw it right away i coudl not drink it,NEGATIVE,98.8
337,B002SRAU80,A156LLD3VZJGC2,D. W. Knowlington,0,0,5,1350604800,The king of all seasoning salts.,this is honestly the best seasoning salt in all the land  it tightens up any dish not spicy just perfectly seasoned  its perfect hence my purchase of this  oz mamma jamma,POSITIVE,100.0
338,B0067LDV66,A1KZ67VEU7CJQ3,Bprice,1,1,5,1345334400,Toasted Sesame oil,the order arrived as advertised i have had only a few chances to use it but it is awesome the flavor is exactly what i hoped for it may take me a while to finish the entire gallon but i will definnantly order again,POSITIVE,100.0
339,B0067LDV66,A26EQ8U96JA92T,Jody,0,0,5,1347062400,"Tasty, tasty tasty!",i like a lot of sesame oil and use it in salads regularly  great quality flavor and aroma  cant beat that its organic,POSITIVE,100.0
340,B000HKYP9A,A2CHZ5Q2EF3IR3,Mommy with an Opinion,2,2,5,1168905600,"Love, Love, Love These!",bought a set of two when my son was about  months and we started taking them with us whenever we went out to eat  i cut up cantaloupe apple banana even used sweet potatoes a few times just whatever i could get at the restaurant and it would keep my son busy long enough that i could actually eat  its great because i didnt have to be overly worried about him choking on big chunks and he got to try out new foods  i wouldnt hesitate to buy this again,POSITIVE,99.3
341,B000HKYP9A,AD5WAUA14YD6N,M. Knapp,0,0,4,1281657600,"great for eating whole foods, clean with veggie brush",i have a slightly different version of this  different brand  my son started using it around six months and he really enjoys it  he does get messy if he eats something sticky or juicy like banana or watermelon but whatever  anyway i also had trouble cleaning it until i tried scrubbing it with a nail or vegetable brush  that works pretty well  it takes some time but not as much as it would take to run food through a food mill or blender or cut it up then clean it up off him the chair the floor the dog me well you get the picture,NEGATIVE,99.7
342,B000HKYP9A,AHMKE1AJEHHS3,"J. Ponce ""MPonce""",0,0,5,1190678400,Absolutely LOVE IT!!,what a great idea my daughter love itbr i dont think is difficult to wash i mean is not like just toss water and thats it but come onbr absolutely recommend it,POSITIVE,100.0
343,B000HKYP9A,A6VEEE9HOL004,"Jaime M ""Luc's Mom""",0,0,3,1180224000,Only good for ice,this product is impossible to wash and actually get cleaned  i couldnt get the food pieces out to save my life i tried scrubbing them out and even washed it in the dishwasher as it suggests,NEGATIVE,100.0
344,B000HKYP9A,A3JBI5QDS32UEM,J. Foreman,0,0,5,1173484800,Great for teething,i loved this product for fruits and other food that i didnt want my new baby to choke on  i also used it to put ice in when my baby was teething it worked great for this as well as for the food i didnt like bananas in it thoughimpossible to get clean,POSITIVE,95.7
345,B000HKYP9A,AMNCDXFZKL6MZ,C. Lamberts,0,0,3,1173484800,Wonderful idea-difficult to clean.,i love love love the idea of this product and my little one loves loves loves to use it  she gets fresh fruit and other tasty things and i dont have to worry about her choking  the only drawback is that bits of food get stuck in the mesh and the seams and are impossible to get out  granted some foods are more difficult than others and some dont cause that much of a problem  bananas however have pretty much destroyed a couple of them  while i love this product i think that next time i will get the one that has the removable and replaceable mesh bags,POSITIVE,82.8
346,B000HKYP9A,A2B7A8FJBT0HDX,"S. Nayeem ""Hanaa's mommy""",0,0,3,1171584000,I wasn't that impressed,the munchkin fresh food feeder is an okay product its kind of like sucking on food through a cloth while my daughter was interested in it for a little while she eventually lost interest i may introduce it back to her again and see how she reacts,POSITIVE,94.6
347,B000HKYP9A,AEIAXBIMAO9T0,"Heidi ""Hydez54""",0,0,4,1168473600,Love the Fresh Food Feeder!!,this product is amazing i know a few people with little ones that use these and they love them super easy to clean and use when ordering these i was under the impression that there were  per packagefyitheyre not only one per,POSITIVE,99.9
348,B00067AD4U,A2OB1BFAEPAYBM,R. C. Wilkins,1,1,5,1207440000,Great Beans!!!,i ordered these for my coffee themed wedding when they arrived i had to fight off friends because they smelled and tasted so good i literally had to hide the box to the wedding they were a big hit on my wedding day and there were none left over that we put on the tables it was a great tasting product for the lowest price ive seen,NEGATIVE,67.9
349,B00067AD4U,A3GT3KCGY9EYF4,Siri J,1,1,5,1198195200,Good stuff!,these are delicious the chocolate is excellent and the espresso bean was the perfect roast for this purpose crunchy and not bittera hrefhttpwwwamazoncomgpproductbaduchocolate covered espresso beans  poundsa,POSITIVE,99.7
350,B00067AD4U,A2LYOWC3FC73XK,"Michael Ekstrum ""expresso bean fan""",1,1,5,1178928000,excellent - exactly what I expected,the product was exactly as advertised and fresh  unfortunately i keep them in a candy dish in the office and they are going fast  we need to reorder to keep up with demand,NEGATIVE,99.9
351,B00067AD4U,A7DSY3M6P6RG3,taza052007,0,0,5,1181692800,These are the Best!,these chocolate covered espresso beans are wonderful  the chocolate is very dark and rich and the bean inside is a very delightful blend of flavors with just enough caffine to really give it a zing,POSITIVE,100.0
352,B0029OWDAU,A1DTDSL1J6C05F,"Heartsinohio ""Heartsinohio""",0,0,5,1347667200,Love Love Love,popchips are so good  i have been following weight watchers and lost  pounds and am at my goal  these popchips are my salty crunchy indulgence  they taste so  good,POSITIVE,100.0
353,B000SEJ84M,A19Y7MSOR2J7XP,G. Macleod,0,0,5,1258588800,The product is great but the price is out of line,ive purchased dozens of bags of this pancake mix which is a great product by the way  this is the highest price ive seen  whole foods carries this item and its been on sale there for  thats canadian dollars too as im in canada  its even cheaper on bakers boxs own website and theyre the company selling this product through amazon for a twopack they should be charging  or less  what gives  i thought amazon was where you could find competitive prices,POSITIVE,97.1
354,B001LMNXFA,ATBV3QRAVD2PJ,"Michelle L. West ""Paisleymll""",3,3,5,1280361600,Swedish Pearl is not the same as  Belgian Pearl,the sugar was sweet that can not be denied  as advertised it didnt melt when baked either  however it will not do for your liege wafflesgaufres what the larger pebbles of belgian pearl will do  these grains are smaller think pretzel salt or seed pearls,NEGATIVE,96.2
355,B001LMNXFA,A226DRVTNFWM28,"Proud Mom of Two ""Bigounets""",2,2,5,1291680000,Perfect!,thats exactly what i was looking for to bake some chouquettes puffs with small sugar pearls on top works great yum,POSITIVE,99.9
356,B002J2DO8W,ASIAOU4JW8LUG,K. Gohokar,0,0,5,1331596800,great taste,this is what i was looking for and was missing it the taste is exactly the taste as the one made in india so just loved it and remember my days back in india definitely recommend it,POSITIVE,99.9
357,B000U9V5AU,A2VOVLKP603R1T,D. J. Brown,7,7,5,1297468800,Taste-tested by a wine maker,i bought this strawberry extract hoping to spruce up a strawberry wine that ended up with less flavor than id original expected a common problem in some fruit winesbr br this is indeed good strawberry flavor  just add to your sugary concoction be it a baking good a dessert or a drink to either give strawberry flavor or add to existing flavor and presto just about everyone will be licking their lips and maybe fingersbr br for those interested i found the right addition to a liquid volume to be  oz of extract per  gallon of liquid,POSITIVE,82.0
358,B001SB099M,A2XADCFYDXH7IV,Thomas A. Johnson,1,1,4,1320969600,Excellent Everyday Olive Oil,great stuff and dependable especially when there are a million brands out there to choose from  i love the stuff  for really high end desires i go with the apollo olive oils from california  but i buy a whole lot more of this stuff and will buy it again and again,POSITIVE,100.0
359,B0041QJSJS,A1KZUXE70GYNGO,talonmedic,0,0,4,1347926400,"Love Weavers, I am a fan.",i hadnt tried or heard of till recently weavers not its my favorite i am running through the list of types they have looking for a favorite and havent found one yet theyre all so darned smooth no bite no after taste a little pricy but still worth it no worse price wise than starbucks or peets will keep running through the list here and see what happens love them all so far,POSITIVE,86.2
360,B0041QJSJS,A221AFCU6AE0QO,Sarah Bowman,3,5,5,1318204800,Make My Day,having always been a strict peets coffee lover i was reticent to switch brands but weavers won my heart the taste is clean and strong the ethos is correct organic baby and even the packaging is very zen and appropriate be still my caffeinated heart,POSITIVE,100.0
361,B0041QJSJS,A2BAVWMHL130WY,Bruce L. Ishimatsu,2,4,5,1318723200,Treat yourself to the best coffee!,go ahead and drink the other brands served at your neighborhood cafe if you must but make sure you have a stash of weavers peru organic whole bean at home to serve up to your friends and family who deserve the best coffee  and when you go back to that corner cafe where people drink average coffee because they dont know better take along a travel mug filled with weavers coffee from home and enjoy a real cup of joe  er weavers,POSITIVE,92.0
362,B0041QJSJS,A20B2BU1ZPY9AW,Mr Coffee,0,1,1,1345507200,Bitter,a very bitter tasting coffee even when enhanced with cream andor honey definately not my cup of coffee oh did i say it was bitter,NEGATIVE,97.0
363,B0041QJSJS,A2T68P9I05KBFT,Rusy,0,1,5,1328054400,"Drinking it now, love the latin america ""aroma""",im learning that latin american and south american coffees have this distinct coffee caramelish finish  as a peets coffee fanatics we learned that weavers roaster was the roaster for peets and we are hooked   i already reviewd the french and organic blend but i must say this coffee here is a perfect afternoon drinkbr met the weavers team at the warner brothers party and they gave me a half a pound of french roast  since them we are fansbr you wont be dissapointed ,POSITIVE,99.8
364,B00437JI8Q,A2SLZMD0UYRT5X,cat's food,1,1,5,1323993600,GREAT SNACK,i like eating these whenever i need an energy boostbr it has everything that i am searching for in a to go snackbr fiber plus chocolate is never a bad thing,POSITIVE,99.8
365,B00437JI8Q,A3UM3M6WSUN5BR,S. Smith,1,1,5,1316217600,Best Bar,these are my favorite bars ever the combo of raisons and dark choc is wonderful very filling these are hard to find in the stores im thankful for subsrcibe and save,POSITIVE,99.9
366,B00437JI8Q,A4TLHOUT1PHTL,Alison,0,0,5,1346198400,Can't find anywhere else!,my fiance loves these dark chocolate and nut granola bars and all the grocery stores around us dont carry them anymore  once again amazon came through and he couldnt be happier,NEGATIVE,72.9
367,B00437JI8Q,A3DKCBKDEO2GS3,Moviegeek,0,0,5,1338768000,My New Granola Bar,i was buying quaker oats granola bars but these nature valley chewy bars are better tasting they make a great snack when im on the go chocolate peanuts and raisinsit doesnt get any better,POSITIVE,92.5
368,B00437JI8Q,A1J87LOAYSMHO9,"P. Parchman ""Savvy Shopper""",0,0,5,1306368000,Another Husband Favorite,hard to get husband to eat breakfast before school  he takes two bars now and is very happy to do so  it is often hard to find flavor in local grocery stores  so again amazoncom came through with a reasonable price  now i came keep the husbands breakfast ready as he runs out the door in the mornings  i often like to have a bar in the evening as a night snack,NEGATIVE,84.6
369,B002O3VHXU,A1OIMIM4FHT4IG,"Jerry Perkins ""Nevada Perky""",2,2,4,1283817600,Price surprise,nantucket blend coffee is one of my favorites  i was suprised that it was a single box  every time i ordered before it was a  pack  my fault for not reading closer  i will not order any more at this price for   count,NEGATIVE,98.3
370,B002O3VHXU,A3OXHLG6DIBRW8,"C. F. Hill ""CFH""",1,1,5,1282176000,Very Smooth Coffee - Highly Recommended,green mountain nantucket blend kcups make a very good cup of coffee in my a hrefhttpwwwamazoncomgpproductbaqpmhakeurig b b elite gourmet singlecup homebrewing systema this is a very smooth tasting brew that my wife prefers over the a hrefhttpwwwamazoncomgpproductbxdzikcoffee people donut shop kcups for keurig brewers pack of  amazon frustrationfree packaginga i generally drink in the morningbr br these are good on both small and large cup settings as wellbr br highly recommendedbr br cfh,POSITIVE,99.8
371,B002O3VHXU,A2TJG4N8LNJW23,Blythe Dresser,0,0,4,1327104000,A saving grace for Green Mountain Coffee...,when we received our keurig elite for christmas we were so excited to break open the sample pack of pods to try out different blends and flavors of the  pods we had in the box four were green mountain coffee brand id never tried anything from this company before but from what i had researched online they have the largest range of keurig pods and have even bought out competitors to produce coffee under their brand names as wellbr br unfortunately i was immediately disappointed by the quality of the coffee we tried their dark magic decaf and breakfast blend and all were underwhelming to say the least i was almost completely set on writing off green mountain altogtherbr br we had one gm pod left and being of the mindset of wastenotwantnot i figured id give it one last go around before forgetting about them completely and im glad i didbr br the nantucket blend is a perfectly pleasing cup of coffee it is nice and flavorful without being thick and pungent unlike some of the other gm blends we tried i added some flavored creamer to it and it almost measures up to our goto caribou blend pods almost all in all this is a very standard cup of coffee which while it isnt anything new or exciting is very pleasing and definitely one of the better keurig options weve been able to test out when we run out of all the pods weve accumulated ill probably pick up a box of these as wellbr br now that i know green mountain isnt completely disappointing ill definitely be open to trying a few more of their coffees with our promotion for getting the bewer we ordered a hrefhttpwwwamazoncomgpproductbiyiegreen mountain coffee golden french toast  kcup portion pack for keurig kcup brewers counta to try as well and see how it goes from therebr br if youre looking for a goto choice this is your cup,NEGATIVE,99.8
372,B002O3VHXU,A2129VQGGHR150,Carol C.,0,0,5,1313366400,My favorite,green mountain is my favorite brand nantucket is my favorite coffee from green mountain very smooth flavor not too strong and not too weak,POSITIVE,99.9
373,B002O3VHXU,A1HQV09XG1Z0YW,Joy2talk2U,0,0,4,1305676800,Good Coffee,i was looking for a replacement for timothys kona blend which is no longer carried on amazon  this coffee from green mountain is very nice but not strong enough for me  if you like milder coffees then this one is for you,NEGATIVE,99.4
374,B002O3VHXU,A2ZNLPYMZOXLGX,"Michael Kelly ""kelly""",0,0,5,1299024000,Nantucket blend k-cups,one of green mountains best blends of coffee in my opinionlove it for your everyday blend perfect stregnth excellent blend,POSITIVE,99.9
375,B0057FTBYO,A5IWYNX8RHRKL,"J. D. Laughead ""jdlaughead""",0,0,5,1347840000,Fantastic Chicken Noodle soup,this is just fantastic chicken noodle soup the best i have ever eaten with large hearty chunks of chickenand vegetables and nice large noodles this soup is just so full bodied and is seasoned just right  i am so glad amazon carries this product  i just cant find it here in vermont,POSITIVE,100.0
376,B0087HW5E2,A139RTDNMU3WY5,blanket lady,2,2,5,1339977600,Greatest Oil since slice bread !!!!!!!,i have used this oil for several years and it is the best for eating with bread or cooking  i love the regular i use it on everything you wont be sorry you tired it great for dipping bread and cooking omelet and green beans,POSITIVE,99.8
377,B003YXWAF8,A212PEJ8E3TS3V,MsMargo,5,7,5,1312588800,Best Ever!,oh my gosh is this good  like most people ive been eating ketchup my whole life and never really thought anything about it  then hubby brought a jar of this home  the tomato flavor is amazing  i will never buy store ketchup every again,POSITIVE,100.0
378,B003YXWAF8,AS89BWXQRDAMV,crpar,2,3,5,1335139200,Deliciously scrumptious,sir kensingtons did a great job of updating the classic ketchup with this wonderful product the refreshed taste of this ketchup is a great update and now leaves me disappointed when im given heinz while out at a restaurantbr br for you heinz die hard fans out there this is not the ketchup for you but for those of you who wish you always knew what ketchup could be without the chemical aftertaste found in heinz be sure to give this ketchup a trybr br dont forget the spiced variety purchasing the pack with both the classic and spiced variety for your first sir kensington experience is definitely the way to go,POSITIVE,95.6
379,B003YXWAF8,A3OOAICYUJT8EL,Corvette &#34;Terry&#34;,0,0,5,1350172800,Heinz no more!,this is ridiculous  the best gourmet ketchup i have ever tasted  it is pricey but wowlove this stuff  it would make a great gift for someone who is hard to buy for but loves their ketchup  yummy,POSITIVE,99.9
380,B003YXWAF8,AMN6JEQ31G052,Brandonius,0,1,5,1336521600,This is really good stuff,the tomatoes are the star of the classic flavor  it is clean and really fresh  perfect on an avocado chicken sandwichbr br the spicy flavor is more complex and is the best ketchup i have ever tried  it is so good i have now used it on foods that would make me seem crazy,POSITIVE,100.0
381,B003YXWAF8,A35G909LKGM6R1,Jeanjae,1,3,3,1336176000,Disappointing,the spicy version of this ketchup isnt bad but it is too expensive  the regular version is sweet as dessert  horrible  annies organic has a much better flavor and costs a lot less  even heinz organic is a better deal  i gave it three stars instead of two because it is in glass not plastic,NEGATIVE,94.7
382,B003YXWAF8,A1KQXO716WOOD6,Allison Beegle,7,13,1,1309305600,Waste of money,these condiments are overpriced and terrible the classic is disgustingly sweet the spiced tastes like a bad spicy marinara sauce from a chain restaurant,NEGATIVE,99.9
383,B000UXA3L8,A3AEEQSKFVN9NB,waydeps,2,2,5,1313020800,Porcini Mushrooms an excellent product,i have been using porcini mushrooms in my cooking for twenty plus years the roland extra fancy porcinis that i purchased from you are the best that i have ever used including the mushrooms that i bought in italy and transported back to the usa,POSITIVE,100.0
384,B000UXA3L8,A25C2M3QF9G7OQ,Comdet,0,0,5,1335139200,"Excellent flavor, mostly large pieces",i was pretty pleased with these mushrooms they were mostly large pieces rehydrated well and had good flavor id estimate about  of the contents were broken into medium to small pieces most likely due to the shaking about in transit not a problem since i sometimes break the large pieces into smaller ones for some recipes there was a small amount perhaps an ounce or so of very smallmincedsizedustlike pieces still useful to add into gravies and the like nothing gets wastedbr br the label says it is a product of china and italy nothing was specified as to the proportion from each countrybr br im quite fond of dried mushrooms while they may lack the texture you can get only when using fresh ones the convenience of always having them on hand is a big plus additionally i find the broth used to rehydrate them adds a wonderful flavor to soups and stews to save time and add flavor i sometimes add the dried mushrooms directly into the soup or stew without rehydrating them really helps meld all the flavors together i also am fond of adding some to the cooking water when boiling pasta the pasta picks up a wonderful earthy flavor when it cooks in the mushroominfused waterbr br this was the first time i used the roland brand got it on a price dip from the amazon warehouse and would certainly buy them again highly recommend,NEGATIVE,97.9
385,B004AVYUOW,A1ZZMVHSLQSE7R,Murdy,1,1,5,1325376000,The Best,if you are a peanut lover these are for you much larger than cocktail peanuts six people on my christmas gift list ask for these every year,POSITIVE,99.3
386,B001ESOQAM,A37RRNHOYQ7JPH,Judy,0,0,5,1323993600,Good for the money,the cashews were nice and big with the vast majority being whole  there were a number of small pieces at the bottom of the bag but thats pretty expected with so many cashews  they made an absolutely excellent cashew brittlebr br my order took just over a week to arrive which was pretty decent considering it was shipped across the country  they came double bagged in clear plastic bags and in two  lb portions  this was highly convenient since i could just throw one of the bags into the freezer until i was ready to work with itbr br great value for the price,POSITIVE,97.8
387,B001ESOQAM,AQDT2YOPW35IU,Ammers,0,0,4,1319068800,"not the highest quality, but good for the price.",although there were several shriveled ones they taste just fine  i mostly use them to make vegan sauces and other recipes that call for running them through a food processor so they dont have to look perfect anyways  for the price they are a great deal about half of what i find them for in the store,NEGATIVE,99.6
388,B001ESOQAM,A2JH47KQUPWVRO,Cashew nutter,0,0,5,1312243200,Fresh - Whole.. perfect,i ordered these after a fair bit of searching online  even ordering the smaller oz bags i will admit i was a bit sceptical when i ordered this since it was not cheap and had no idea how good or bad the cashews would bebr br the order came in pretty fast  like  days the cashews were fresh and whole  with like  broken pieces they were in  lb bags sealed with clear tape first i found it odd but then it turned out to be a good deal considering the second pack stayed fresh till i opened them the trick is to actually keep them in an airtight box so that they stay fresh longerbr br the only negative i can think of is that the price went up abt  for the lb since i bought them,NEGATIVE,91.8
389,B001ESOQAM,A2609IIYREBZRT,Duchess in Denim,0,0,5,1295481600,Fresh and Tasty,these nuts arrived fresh and are very tasty  they are not broken or dirty looking like cashews sometimes can,POSITIVE,99.9
390,B001ESOQA2,AC8PTTE9SEU9E,T,0,0,4,1234828800,Valentine gift winner,i bought these for my boyfriend who really likes honey roasted pecans in salads that i have at a couple of restaurants plus he likes nuts pecans almonds peanuts he loved these i actually ordered  cans instead of the gift tin so he could take one to work or his place and stay fresh longer although i dont think freshness will be an issue they wont last longlol,NEGATIVE,97.9
391,B003XT4AV0,A2FZRO46DF0UHN,"D. Mertins ""AUDIOGURU""",1,1,2,1292630400,Cat won't go near it!,my cat will go for a day probably longer havent tryed it but hell walk right by this stuff every time even when i know hes hungery absolutely no interest i swear hed rather die of starvation then even take a wiff of it,NEGATIVE,99.1
392,B003XT4AV0,A1FERORG6RB1ZP,Darcy,1,1,5,1292630400,Simply WIld Chick & Brown RIce for Cats,got this free with another order i placed  i couldnt believe how much the cats loved it i will buy again for sure,POSITIVE,99.8
393,B001FA1MCO,A1H2R3U6I562W,Charles W Brown,2,2,5,1306022400,Ham Base,this is a great ham soup base  i have used it in ham and beans and seasoned greenbeans  great flavor,POSITIVE,100.0
394,B001FA1MCO,A30WKTJDBRD5UA,Peg,0,0,1,1347148800,MSG Ham Base,i havent used the ham base it is loaded with msg i did not realize this when i ordered it and can not return it because it is a food item,NEGATIVE,99.8
395,B001ELL6O8,A13T2G4T8LR8XA,First Time Mom,2,2,5,1189296000,Delisious Pancakes,before i discover this mix on amazon i always bought it in whole food storebr i like this mix and when i am doing the pancakes they came very delicious and fluffybr just one small secret try to add the seltzer water instead of regular one,POSITIVE,98.6
396,B001ELL6O8,A72H1W5S6UFMY,"King of Breakfasts ""King""",1,1,5,1278460800,A Great All Around Mix,i appreciate the fact that i can buy this product online and have free shipping this is a great all around mix that is very good with a wonderful texture thanks again amazon,POSITIVE,100.0
397,B001ELL6O8,A1PTPN5SY7C7SW,Leonard Kocurek,1,1,5,1215648000,Great mix,arrowhead mills buttermilk pancake mix is my favorite mix  it tastes great cooks up light and fluffy and is super easy to make  although it can be made using water i think its better made with milk  i love it with pure organic maple syrup,POSITIVE,99.9
398,B001ELL6O8,AZ7289G0ILRFF,Stephanie Reid-Simons,1,1,5,1209427200,Perfect mix for egg-allergic!,the pancakes taste great without any recipe adjustments for my sons egg allergy  its also great for camping or any time youd like to be able to make pancakes without having fresh eggs available,POSITIVE,99.2
399,B001ELL6O8,ALSAOZ1V546VT,"A Research It Maven ""Just the facts please""",1,1,5,1200182400,Arrowhead Mills whole grain buttermilk Pancakes are easy!,hey these are great waffles and pancakes we have to add  more mix tho as the recipies on the bag are very thin but we have a lot of fun with this arrowhead mills buttermilk pancake  waffle mix we serve them as is with fried eggs and real maple syrup a hrefhttpwwwamazoncomgpproductbtsqbutternut mountain farm vermont pure maple syrup grade a dark amber  pint juga or with warm strawberry jam and whipped cream or cool whip or add brown sugar to the mix to change the flavor and make a crispy waffle or add  cup sugar and  cup malted milk powder a hrefhttpwwwamazoncomgpproductbeqhvccarnation malted milk original ounce jars pack of a for awesome gourmet pancakes and waffles like they serve at the hilton its handy to have extra bags on hand too and you cant beat the subscribe and save price this mix is  organic too,POSITIVE,63.9
400,B001ELL6O8,A1ORGHJ9LSZB03,"A. Lehmann ""sweetnotes""",0,0,4,1259280000,Good for Egg Allergy,we are glad we found this mix as we make pancakes without eggs for my son who has an allergybr they taste fine for our family we like them many ways,POSITIVE,99.9
401,B001ELL6O8,A1JM25M2PSVPXE,G. Erikson,1,4,3,1186790400,Love the product disappointed in the shipping.,i love the flour however amazon sent it with a book which broke a bag and made a mess customer sevice took care of the problem however it was a foolish way to ship the product,NEGATIVE,99.9
402,B001ELL6O8,A12T0F58OKHCIW,"fishaholic ""hearyeethis""",1,4,1,1184025600,poor item packaging,this mix is very poorly packaged and breaks open easily during shipping nearly a full bag of my order was spilled in the shipping box  bags out of  had come unsealed at the top there were no tears in the packages,NEGATIVE,99.9
403,B001ELL6O8,A2APBHKZCMD6DO,X,0,6,1,1207353600,Awful,just awful  i thought food was supposed to taste good  i had to eat ice cream afterwards to get the taste out of my mouth its that bad,NEGATIVE,100.0
404,B006CGURWM,A3F5EUYWKVWPJ6,southernboy,0,0,1,1342915200,disappointing,perhaps the worst bottle of wine ive ever had im not even sure i would cook with this it is thin no body and a transparent color not characteristic of a good pinot  the taste is just bitter  not the complexity that i expect from a pinot noir of any price just not what im looking for even in a low to mid price pinot noir maybe my bottle wasnt sealed well and went to vinegar  other reviews for this wine are favorable,NEGATIVE,99.4
405,B00250I0EG,A2VJBGSGUC78FB,"Joy L. Breegle ""Joy B.""",1,1,5,1258156800,Great Healthy Snack,a good tasting light chip that has some value in nutrition  everyone get the munchiesis this is a good alternative to eating potato chips,POSITIVE,99.9
406,B000C21OOM,A1T61QP7QHYBRQ,an honest reviewer,6,7,5,1199059200,Sweet and Soothing,this is a wonderful warm flavored tea especially now in colder weatherbr this tea has a sweetsoothing chamomile fragrance it is subtle and sweetits one of the better chamomile teasbr if you find it hard to sleep at times a cup of this sweet chamomile tea may helpbr if you really like sweet taste try bigelow chamomile mango herbal teabr i highly recommend both,POSITIVE,100.0
407,B003D4O92K,A2KTYAKU1PEVCI,D. E. Leslie,3,3,5,1288396800,minty flavor,this is one of the best mint chocolate syrup ive ever had so far  the others pale in flavor by comparison  there are only seven ingredients in this sauce including organic natural mint flavor  in the past i used ice cream heavy with other flavors like butterscotch chocolate chips oreo cookies caramel et al because the mint flavor of other mint chocolate sauces was too pale  now i buy plain vanilla or chocolate ice cream and the minty flavor of the santa cruz organic mint chocolate syrup really stands out but doesnt overpower the flavor of the ice cream there are only  calories  and because the mint flavor is very apparent to my taste i use it sparingly so this  oz container last a bit longer than the other syrups i used,POSITIVE,99.9
408,B003D4O92K,A3K24YL6ORL11F,Calizian,0,0,5,1339545600,Ingredients take about 2 seconds to read,this is a simple product and it is simply good  there are no extra ingredients that are hard to pronounce and have you scouring the internet finding out what they are  it is a bit thinner consistency than the usual syrup so use caution the first time you go to squeeze some out  this will be great for people who like mint it has a much stronger mint flavor than chocolate  i use it in my coffee with a bit of half and half tastes great  sometimes simple is better,POSITIVE,99.7
409,B001IZM8A6,AVI998S4IX2Y1,"Melissa N. Connor ""rare maven""",1,1,5,1257897600,A Fantastic & Healthy Product,a grande item   delicious fish with the ultimate flavor best  ever in a can for all purposes   i sent a case to my mother recently diagnosed with diabetes and she loves it as a main entree for cooking patties ,POSITIVE,100.0
410,B001IZM8A6,A2ANZVA56T7RAG,Patricia,0,0,5,1343260800,Great product,i ordered this product at the same time as the kirkland signature salmon  the raincoast trading co salmon is very tasty equally as good quality salmon as the kirkland  however the raincoast arrived in perfect condition the kirkland cans were dented badly  i recommend this product to anyone who likes boneless skinless canned salmon,NEGATIVE,99.4
411,B0089PI9OC,ARYNM1E978YX8,Bill,0,0,5,1341360000,Excellent tea!,this tea tastes almost as good as the tea you would get at an indian restaurant its much better than getting a teabag and making it the english way with a lot of water and a bit of milk this is very creamy and tasty my only criticism is that there arent enough sachets in the box only  since the directions say that you use one sachet for ml of water approximately half a cup its not enough for a good cup of tea so i use two that means that one box is only good enough for five cups of tea but its a delicious afterdinner drink i would buy this again if there were more sachets in a box,POSITIVE,99.5
412,B00061KYVI,A28RMYGO9RGA0K,marilyn,0,0,5,1328140800,french's roast'n bags,i love this product cant find it locally sometimes little out of the way stores have itbut i also love the chickenpork chop bagsevery store i go in i look for them the lastplace i found it was at a meat market,POSITIVE,93.2
413,B00061KYVI,A3JE18D4XD2PYF,pattymelt,0,0,5,1282521600,best roast ever,this is the best way to cook a roast  our local grocery went out of buisness and so i could not find this product till i looked here  please continue to keep this product available,NEGATIVE,98.6
414,B00061KYVI,A29ZSRDOYVO735,"Robert Ames ""Spenser_man""",0,0,5,1264809600,Franch's is the best,its always a pleasure to find frenchs products on the web  all of the markets in my area have made a bargain to carry nothing but mccormacks bland and tasteless seasoningsbr br this is the most flavorful cooking bag mix you will ever find,POSITIVE,99.1
415,B003XV5LHK,A197O1VYM9B8A3,LDA,0,0,5,1302307200,Double the pleasure!,if you like oreos or the oreo cakester then youve got to try the double stuff cakesters these are the best side note shipping was very slow but maybe your chances will be better,NEGATIVE,99.4
416,B005WU7V00,A3UV9TOZW3XXPV,tacoland,1,1,5,1336521600,VERY GOOD! Great taste and easy for a single guy!,i was surprised about how good this was my family and friends laughed when i told them i bought this but out of the can ready mix with a little salt pepper spinach and some cheese and its a great easy meal,POSITIVE,99.9
417,B005CFC9XY,A250IZTJ5UN2EI,Ian Harmer,0,0,5,1344816000,An acquired taste!,the thing about marmite is that those who dont like it hate it and those who love it cant live without it  its very much an english thing and the language has even adopted the trade name as a metaphor as in victoria beckham is marmite meaning that those who dont like heretc  amazon has done the world a favor by making this weird and wonderful stuff available at an affordable price  last time i looked it was  a g jar in british stores in lacounty or about x what it costs in england  the amazon supplier was quick and efficient and i now have enough marmite to last me to the end of the year or would have if i didnt decide to send one of the two jars to my son in japan  good job amazon,NEGATIVE,91.0
